pinyin,counts,zi
chi4,134,㑜㒆㓼㔑㞿㡿㥡㩽㽚䀸䟷䠠䤲䮻䰡䳵佁傺剟勅勑卙叱呬呹哆啻喜嘯彳恜慗慸憏懘抶拆捇敕斥杘柅湁滯灻炽烾熾痓痸瘈瘛眙硳翄翅翤翨腟訵誃赤趐趩跅跮踅迣遫鉓銐雴飭飾饎饬騺鳷鵣鶒鷘𠞩𠧚𠧵𠮟𠻟𡚨𡣀𢂝𢜳𢨒𢴨𣐃𣙰𣚩𣤩𤆍𤡏𤰠𤸪𥛚𥱻𦂋𦎚𦏿𦔫𦘪𦤸𦥊𧠫𧤍𧩴𧩼𧺠𧺧𧺿𧼪𨂰𨔤𨧳𨨬𩈕𩥲𩷧𩾕𩿪𪀦𪅍𪅙𪆵𪉄𪉅𪉗𫛶
chi5,1,麶
chong1,57,㤝㳘䂌䆔䆹䘪䝑䡴偅傭充冲嘃徸忡憃憧摏樁橦沖浺涌潼珫盅祌罿翀舂艟茺衝褈蹖𠝤𠟍𢥞𥁵𥫯𥭥𦟛𧐍𧘂𧝎𧩃𨈮𨤩𨳁𩥫𩬤𩰀𪄻𪅈𪅖𪎽𪒒
chong2,33,㓽㹐䌬䖝䳯崇崈漴烛爞痋种種緟茧虫蝩蟲褈酮重隀𡿂𢖄𢝈𣐯𧝎𨛱𩅃𩌨𩜖𩞉𩞋
chong3,12,䳯喠埫宠寵衝𠖥𢛒𦑝𧼙𨿿𩒘
chong4,18,㧤㮔僮冲揰衝蹱銃铳𠑙𢡹𣑁𥅻𥬱𧼩𨖼𩅞𩩳
chou1,33,㨨㮲䀺䌷䛣妯婤抽掫揄搊牰犨犫瘳眣篘紬謅跾醔𠌪𢭆𥃧𥬠𥰞𥵬𥺣𥻤𨁀𨡑𨡲
chou2,88,㐜㤽㦞㵞㾄㿒㿧䊭䌧䌷䓓䱔䲖仇俦儔嚋圳嬦帱幬怞惆愁懤擣栦椆檮燽畤畴疇皗盩稠筹籌紬絒綢绸菗薵裯詶譸讎讐踌躊酧酬醻雔雠魗鮋鯈𠝽𠷎𠹝𠼡𠾉𡕐𡕪𣀓𣕾𣪐𣫐𤳝𤳠𤽯𤾊𤾦𥏈𥡀𥲅𦡴𦭸𧮻𨞪𨡑𨤷𩽀𩾂𪇘
chou3,23,䪮丑丒侴偢吜媿扭杻杽瞅矁醜鈕魗𠜋𢣊𤘶𥄨𧃝𨀔𩋄𩌄
chou4,9,䔏殠溴簉臭臰遚𥦅𨖬
chu1,22,㗙䝙䢺出初嘔岀摢摴樗櫖貙踰齣𠁉𠰕𠿝𤙟𧲰𩙙𩨸𪁲
chu2,63,㕏㕑㛀㡡㶆㾻䅳䅷䊰䎝䟞䠂䠧儲刍助厨媰幮廚懨橱櫉櫥涂滁犓篨耝耡芻著蒢蒭蕏藸蜍蟵蠩諸豠趎跦蹰躇躕鉏鋤锄除雏雛鶵𢅥𢊍𣦠𣦡𦷝𦿀𨅒𩿿𪀩𪆷
chu3,31,䖏䙘䶥储儲処处憷杵柠椘楚楮檚濋璴础礎處褚鸀齭齼𠧖𢕓𤻇𧎷𨼪𩂫𪓐𬺓
chu4,88,㔘㙇㤕㾥䇍䎌䐍䐢䖏䜴䟣䦌亍俶傗儊処嘼埱处怵慉憷拀搐敊斶柷欪歜淑滀炪珿琡畜矗硫祝竌竐絀絮绌臅菆蓫處觕触觸詘諔豖踀鄐閦鸀黜𠇘𡐌𡝈𡳑𢒔𢣿𢨫𣢶𣥹𤏱𤝞𥁯𥒭𥹵𦺵𧃏𧢶𧯩𧰫𧺶𧽧𨁿𨃕𨕢𨞕𨴰𩈤𩹱𪇆
chu5,2,榋橻
chua1,7,㔍䊬䵵撮欻歘𤁫
chua3,4,𠹐𠻦𣛕𣹶
chua4,2,䔴䫄
chuai1,3,揣搋𢲽
chuai2,4,㪓腄膗𢶀
chuai3,5,㪜揣𣛹𣲂𧍒
chuai4,16,䦟䦤䦷䴝啐啜嘬揣欼膪踹𠽶𣤌𨣅
chuan1,13,剶巛川氚猭瑏穿釧𠛖𠯀𠾮𨩴𩂍
chuan2,25,㯌㼷䁣传傳圌團掾暷椯椽歂甎篅舡舩船輲遄𣛹𤜼𤮍𤰌𨔡𨘼
chuan3,14,㱛僢喘惴歂膞舛荈踳踹𣧒𥬫𧍒
chuan4,20,串丳汌猭玔穿賗釧钏鶨𣀔𤶱𥃹𥲏𦎇𦎜𦺛𧑝𨂦𨔡
chuang1,23,䄝䆫刅创創囱戧摐牎牕疮瘡窓窗窻舂葱𡆪𥎒𥡟𥲡𧜧𧢆
chuang2,21,㡖䃥䚒䭚噇幢床朣橦漴牀𠳹𣃘𦔛𧝎𧬧𨧖𩃕𩞆𩪘𪁱
chuang3,12,㼽䇬傸愴摤漺磢闖闯𠏨𠞮𡻯
chuang4,12,䎫倉凔创刱剏剙創怆愴𥈄𨜾
chui1,5,䜅吹炊龡𤙵
chui2,31,㝽䅜䍋倕圌垂埀捶搥棰椎槌箠腄菙郵錘鎚锤陲顀鬌魋𠄒𡍮𢏒𣇦𦉈𩌝𩗰𩭦
chui3,2,㷃䞼
chui4,6,䕓吹惙𣟈𥙋𥞃
chun1,33,䞺䡅䲠堾媋旾春暙杶椿楯槆橁櫄瑃箺芚萅蝽踳輇輴鰆鶞𡉐𣌚𣚆𤪪𧇶𨉩𨋮𪂹
chun2,44,㝄㝇㵮㸪䐇䓐䔚䣨䣩䥎䫃唇沌浱淳湻滣漘犉純纯肫脣膞莼蒓蓴醇醕錞陙鯙鶉鹑𠵧𠸸𡗥𣌠𣘣𣮢𤘛𦎧𬭚
chun3,20,㖺㿤䏛䐏䞐䦮䮞偆僢惷春朐睶萶蠢賰踳𢾎𦚧𩨁
chuo1,7,㪬戳跿踔逴𨮸𨰆
chuo4,70,㚟㪕㲋䄌䋘䍳䓎促吷啜嚽娕娖婥婼孎惙拺擉斫歠涰淖焯磭箹簇綴綽繛绰腏荃蔟趠趵踔踱躇輟辍辵辶逴酫醛鋜錣鏃鑡齪齱龊𠽶𡁇𢽸𢿭𣀔𣤌𣬋𤿫𥁯𥓑𦁶𧣺𨆬𨒢𩟫𩩟𪘛
ci1,31,䖪偨刺呰呲啙姕嵯差柴玼疵縒蠀趀跐骴髊齹𡃸𡰾𢫴𣜁𥰭𦍧𦑺𦒁𧠥𨒮𩨨𪘲
ci2,70,㓨㘂㘹㞖㤵䂣䈘䛐䧳䨏䭣䲿䳄兹司呲垐堲嬨慈枱柌次滋澬濨珁瓷甆磁礠祠粢糍胔茈茨茲薋薺詞词辝辞辤辭鈶雌飺餈鴜鶿鷀鹚𠤫𠯂𡥎𢶴𣐑𣙼𤴼𥴺𥿆𧙈𨐕𨠐𩆂𩉋𩝐𪉈
ci3,18,㠿佌姕此泚玼皉茈跐鮆𢓗𦐨𦐾𦼡𧺼𨒤𩢑𫚖
ci4,48,㐸㞖㢀㩞㾊䓧䗹䯸䰍䳐伺佽刺刾庛廁措朿栜栨次絘茦莿蚝蛓螅螆賜赐趑𠦐𠩆𢅜𣢕𥿴𦖝𧊒𧌐𧑖𧠎𧧒𨋰𨲁𨾅𩾔𪉪𪑟
cong1,77,㜡㞱㥖䈡䐋䐫䓗䗓䡯䢨䰌从偬匆囪囱從忩怱悤暰枞棇楤樅樬漗焧熜瑽璁瞛窗篵総緫總繱聡聦聪聰苁茐葱蓯蔥蟌鍯鏓鏦騘驄骢𡟟𡹸𢊕𢐔𢔩𤧚𥍷𥎋𥡬𦇎𦗜𦝰𨂴𨍉𨑪𨑹𨡮𨦱𨱸𨲧𩬼𪻐𫓩
cong2,50,㗰㼻䉘䕺䳷丛从叢婃孮従徖從悰慒樷欉淙漎潀潨灇爜琮碂縱菆藂誴賨賩𠂥𠕁𠙂𠢛𠤰𡅇𡦷𡵷𢃏𣃗𣊷𤄓𥵫𦇱𧐱𧓏𨒀𨽁𩯍
cong3,1,𧝮
cong4,6,憁藂謥𥣙𥮨𧩪
cou1,2,楱𢈾
cou2,1,𧡣
cou3,3,㔌趣趨
cou4,23,凑奏揍族湊簇腠蔟藪輳辏𣉅𣙘𣞜𤆑𦦅𦳿𦺀𧱪𨓭𨨯𩹀𪉮
cu1,14,怚粗蔍觕麁麄麆麤𡘛𡝉𤿚𥅗𧆓𧺲
cu2,7,䓚䢐䣯且徂殂𦯣
cu3,3,皻蔖𤛏
cu4,66,㗤䃚䙯䛤䟟䠓䠞䥄䥘促卒噈娕娖媨憱戚捽猝瘄瘯簇縐縬脨蔟誎趗趣趥趨踀踓踤踧蹙蹴蹵酢醋錯顣鼀𠑯𠛙𠱙𠴫𡄱𡞜𢄧𢈠𢪃𤗁𤠽𥪱𥷼𥻒𥾛𦈚𦟠𦠁𧼜𪓡𪓰𪕝𪚯
cuan1,11,䂎撺攛汆竄蹿躥鋑鑹镩𥍬
cuan2,15,㠝㭫僔巑攒攢櫕欑灒穳菆襸蹲𢖑𨣵
cuan4,18,㸑殩熶爨窜窾竄篡簒鑹𢸥𤐲𥎢𥎣𥎤𥤳𥨒𨼉
cui1,28,㜠䄟䙑催凗墔崔嶉慛摧榱槯漼獕磪縗缞衰鏙隹𢕘𤗯𤛍𥼂𧼬𧽠𨄍𨻵
cui3,18,㵏䊫䧽洒漼熣璀皠繀趡𢶓𣯧𣿒𣿓𥼺𧳚𨿐𩮴
cui4,71,㓹㝮㯔㯜㱖㳃㷪䃀䆊䔴䘹伜体倅卒啐啛察崒忰悴椊毳淬濢焠琗疩瘁竁粋粹紣綷翆翠脃脆脺膬膵臎萃襊踤顇𠗚𠞿𠟓𠩪𠽶𢂕𢄸𢡈𣃍𣰚𤎋𥨒𥳈𥻮𥼛𦙈𦦣𧎃𧑎𧚥𧜱𧹺𨅎𨊉𩤏
cui5,1,乼
cun1,12,䞭墫村澊皴竴膥踆邨𧚉𨙯𨙲
cun2,12,侟存拵洊浚澊踆蹲𤿄𧽾𨀛𨚲
cun3,4,刌寸忖蹲
cun4,4,䍎吋寸籿
cuo1,21,差搓撮最營玼瑳磋襊蹉遳醝髊𢤎𢫬𣨎𤠝𥭭𥰭𩯉𪒙
cuo2,32,㟇㭫㽨㿷䐤䑘䠡䣜䰈䴾嵯嵳澨痤瘥睉矬蒫蔖虘躦酂酇鹺鹾齹𠦏𣖵𣩈𨇃𩄝𪘓
cuo3,5,䂳搓脞醝𧪘
cuo4,29,㟇䟶䱜剉剒厝夎挫措摧斮昔棤縒莝莡蓌諎逪銼錯锉错𢒐𢚂𢯽𥕉𧚏𨛏
da1,34,㗳㙮㿴䌋䐛䪏䪚咑嗒噠塌塔搭撘毼矺笚答耷荅褡鎝𠞈𠹥𡉑𡍲𡐿𦈘𦖿𦗧𦞂𨨹𨱏𩝣
da2,76,㜓㩉㯓㾑㿯䃮䩢䳴䵣僤剳匒呾哒噠妲怛憚打搨沓溚炟燵畗畣瘩笪答羍胆荅荙薘蟽詚跶躂达迏迖迚迭逹達鎉鐽阘靼鞑韃龖龘𠉤𡈐𡌩𢘇𢛁𢝉𣌭𣸉𤝰𤨑𥉌𦂀𦑻𦪭𦬹𨅓𩏒𩟐𩠅𩣯𩭣𩺗𫟼
da3,3,打觰𥕇
da4,12,亣大汏眔𠶫𡚻𢽇𣣴𣥾𤤊𨆰𨗾
da5,12,㙮㟷㾑嗒垯塔墶疸瘩繨𡐿𦞂
dai1,10,呆呔嘚待懛歹獃𠯪𣐮𦪍
dai3,7,䚞䚟傣歹逮𠯪𣦶
dai4,96,㐲㞭㯂㶡㻖㿃䈆䒫䠠䲦代侢叇垈埭大媞岱帒带帯帶廗待怠戴曃柋棣殆毒瀻玳瑇甙箉簤紿緿绐艜蔕蚮蝳螮袋襶詒貸贷跢蹛軑軚軩載轪迨逮逯遞遰隶霴靆馱駘骀鴏黛黱𠯈𠰺𠷂𡧹𢄔𢎌𣇨𣫹𤮼𤸊𥿝𦄂𦙯𧊇𧑔𨊺𨓞𨗼𨟲𨥶𨽿𩃠𩃷𪐝𪒡
dai5,1,鮘
dan1,67,㐤㠆㴷䄡䐷䒟䡲丹儋冉勯匰单単單噡妉娊媅愖担擔檐殚殫湛澹瓭甔瘅癉眈砃箪簞耼耽聃聸褝襌襜覘蹛躭郸鄲酖頕鿕𠆛𠓊𠹆𡖓𡵕𢉑𢑝𣅟𣲥𦅼𧀻𧡪𧴸𨢿𩅦𩈊𩏥
dan3,50,㔊㕪㯯䃫䉞䦔䪴丼亶伔刐單嘽抌担掸撢撣澸燀玬瓭疸癉皽紞胆膽衴赕馾黕黮黵𠇋𡦨𢋃𢻼𤢏𤲭𤺺𥄦𥐹𥱷𥳹𥾚𦽫𧙇𪆻𬘘
dan4,119,㗖㡺㲷䊤䏙䗺䨢䨵䩥䪴䭛䳉亶但倓僤儃儋呾唌啖啗啿單嘾噉嚪壇帎弹弾彈忱怛惔惮憚憺憾担撢撣擔旦柦欿氮沊泹淡潭澶澹狚甔疍瘅癉癚石禫窞繵腅膻萏蓞蛋蜑蜒蟺觛訑詹誕譂诞贉贍醈霮餤饏馾駳髧鴠𠆶𠈰𢅒𢎪𢘇𣇇𣋊𣛱𣱍𤁡𤺺𥨎𥲄𥲇𥳸𦋪𦬹𦻁𦽜𦾩𧂄𧡪𧭃𩄕𩅾𩈉𩈊𩕤𩩧𪀩𪒾𫢸
dang1,29,㼕㽆儅噹当檔澢珰璫當筜簹艡蟷裆襠鐺铛𡰨𤔶𤗾𤢎𥢷𦗴𦼲𨎴𩟈𩼉𪇁
dang3,19,䣊䣣党挡擋攩欓灙譡讜谠黨𡗍𣗋𣺼𤣞𥤗𧅗𩽳
dang4,59,䑗䦒偒儅凼圵垱場壋婸宕崵嵣当愓挡擋档檔氹潒燙瑒璗瓽當瘍盪瞊砀碭礑簜荡菪蕩蘯讜趤逿闣雼𡇈𡇵𡢈𡾕𢠽𢡂𣂳𣃉𣻍𥯕𥸈𦳝𦿆𧑘𨝦𨷾𬍡
dang5,1,當
dao1,19,㧅刀刂叨啁忉惆朷氘舠虭裯釖魛鱽𣱼𦩍𩕯𩵕
dao2,2,叨捯
dao3,35,㠀㨶㿒倒嘄壔导導岛島嶋嶌嶹忑捣捯搗擣槝祷禂禱菿蹈道陦隝隯鳥𠐵𢭏𣀓𤹷𦦺𦦾
dao4,58,䆃䊭䌦䧂佻倒儔到受噵導帱幬悼敦椡檤檮洮濤焘燾瓙盗盜稲稻箌絩纛翢翿艔菿薵衜衟軇道醻陶𠴼𡄒𣁍𣫜𤓾𤘀𤷘𥓬𥗚𥺅𦒺𧼤𨗓𨱦𩈞𩬱𩭟
de1,1,嘚
de2,29,㝵㤫㥀㥁㯖䙷䙸嘚得徳德恴悳惪棏淂登鍀锝陟𠮊𡋩𡭂𣌏𣮊𣮰𤷙𧊇𨁽
de5,6,地底得的脦𠵨
dei1,1,嘚
dei3,1,得
den4,3,㩐扥扽
deng1,28,㔁㲪䔲䙞䳾僜噔墱嬁灯燈璒登磴竳簦艠覴豋蹬鐙𤮘𤺌𤼶𧾊𨶿𩯇𪔏
deng3,6,䒭戥朩等𤾢𪌷
deng4,31,䠬䮴僜凳墱嶝憕橙櫈澄瞪磴蹬邓鄧鐙镫隥𡦔𢯭𢿤𣩟𦩫𧄼𨄇𨎤𨮴𩍐𩞬𪑬𪒘
di1,45,㓳㫝䃅䍕䐎䧑䩚䪘仾低啲嘀埞堤奃彽提樀氐渧滴牴碮磾羝袛趆鍉鏑镝隄鞮𠍪𠽰𡄷𡛜𡰖𣅥𣚌𣲢𤞈𥾬𥿄𩉱𩑾
di2,81,㣙㰅㹍䊮䨀䨤䯼䴞䵠儥唙嘀嚁嫡廸扚敌敵杓梑樀櫂浟涤滌狄的笛篴籴糴翟肑苖荻莜蓧蔋蔐藋藡覿觌豴踧蹢迪逐適鍉鏑镝靮頔馰髢鬄魡鸐𠒿𠕳𡆣𡒱𡽢𢕚𣂉𤁰𤈥𥕐𥖾𥴦𥸚𦉹𦵦𧠫𨮹𩭲𩴺𩷎𪄱𬱖
di3,40,㪆㭽䂡䍕䏄䢑䣌厎呧坘坻堤底弤抵拞掋提柢楴氐牴砥聜菧觝詆诋軧邸阺骶鯳𠨿𤝬𧤲𧥮𧦚𨂇𨌮
di4,119,㢩㦅㼵䀿䏑䐭䑭䑯䗖䞾䟡䢑䩘䩚䱱䶍俤偙僀勺哋啇啻地坔埅埊墆墑墬娣媂嵽嶳帝弔弟怟慸掋揥摕旳杕枤柢梊棣渧焍玓珶甋疐的眱睇碲祶禘第約締缔胝腣芍苐菂蒂蔕蚳蝃螮諟諦谛赿踶蹄递逓逮遞遰釱鉪隶題𠐑𠚭𠥖𠫜𡚙𡚷𢅊𢉆𢓧𣬴𣯵𤧛𤬵𤾠𥄿𥡦𥳠𦨢𧀶𧂨𧉛𧋍𧍝𧺽𧿠𨑩𨑼𨗼𨘬𨪾
dia3,1,嗲
dian1,45,䀡䩇佔傎厧嵮巅巓巔拈掂攧敁槇槙滇玷甸瘨癫癲詀蹎顚顛颠齻𠑘𠫉𠶧𡱇𢖩𣪀𤠶𥧑𦕒𧄺𧽍𨈀𩄠𩥄𩨋𩬑𪓼𪖚
dian2,1,䟍
dian3,26,㓠㚲㸃䍄䓦典嚸奌婰敟椣点猠痶碘蒧蕇跕踮點𠩷𢻅𣇖𤿶𥮏𦒻
dian4,69,㓠㚲㝪㞟㶘㼭佃唸坫垫埝墊壂奠婝店惦扂橂橝殿沾涎淀澱玷琔电甸癜磹簟腍蜓蜔鈿钿阽電靛頕驔𠢣𡼓𢅝𢕯𣒂𣢥𣣈𣣣𣧛𣪪𤩱𥅑𥇞𥑼𥢏𥦟𥳢𥴫𥵏𦅆𦽄𧍿𧽍𩂵𩅀𩆔𪑩
diao1,51,㚋㢯㹦䂏䘟䯾䳂凋刀刁刟叼奝弴彫敦椆殦汈淍琱瞗矵碉簓虭蛁貂軺錭雕鮉鯛鲷鳭鵰鼦𠚥𠚻𠛪𠶰𥮐𦨣𦩍𦶌𦸔𧘨𧘩𨸓𩀜𩾗
diao3,17,㣿䄪䉆䲽佻屌扚鳥鵃鸟𠄏𡰯𢁕𢄦𢆴𦄋𧜣
diao4,57,㒛㪕䂪䂽䔙伄倜吊啁嬥弔挑掉瘹稠窎窵竨糶絩綢莜蓧藋蜩訋誂調调趙跳踔釣鈟銚銱鋽鑃钓铞铫雿魡𠤼𠥑𣩰𤕷𤭈𤱩𥁮𥲟𥾯𦰏𧅈𨰑𩈮𩋙
die1,10,㦅䩞䪓嗲爹褺跌跕蹛𣶏
die2,139,㑙㗧㤴㥈㦶㩸㩹㫼㬪㭯㲲㲳㷸㻡䏲䞇䠟䫕䳀䴑佚叠咥啑喋垤堞峌崼嵽幉怢恎惵戜挃挕揲昳曡柣楪槢殜氎泆涉渫牃牒瓞畳疂疉疊眣碟窒絰绖耊耋胅至臷艓苵蜨蝶螲褋褶詄諜谍趃跌跕跮踢蹀軼迭鐵镻鞢鰈鰨鲽𠗛𠗨𠠯𠲷𡅥𡇓𡱷𡹭𡺑𡼄𢎆𢜨𢬴𢲼𢶣𣈍𣛻𣡟𣧈𣨂𤖒𤗨𤚊𤴍𥈖𥉺𥑇𥥌𥶺𥷕𦁛𦁜𦄔𦈅𧍱𨄌𨈈𨐁𨓊𨭓𨳺𨴗𨸅𨻗𨾤𩋞𩻵𪀒𪑧𫶇
die3,2,哆𡖐
die4,5,哋昳眰𠅗𠆙
din4,1,𨈖
ding1,24,㣔䟓䦺丁仃叮奵帄灯玎町疔盯耵虰酊釘钉靪𦨍𧌾𧳉𩡯𩾚
ding3,26,㞟㫀㴿䵺仃奵嵿濎艼葶薡酊鐤頂顁顶鼎鼑𢑅𣆍𤐣𤛙𧇷𨡱𩠑𪔂
ding4,36,㝎啶奠定忊掟椗汀矴碇碠磸聢腚萣蝊訂订釘鋌錠钉铤锭顁飣饤𣢳𥇓𥯢𥳰𥸧𦩘𩜦𩠆𩸎
diu1,7,丟丢銩铥颩𠲍𢒝
dong1,47,㚵䍶䰤䳉东倲冬咚埬娻岽崠崬徚昸東氡氭涷笗苳菄蝀鮗鯟鴤鶇鶫鸫鼕𢔅𢛔𤤮𤦪𤲚𤷆𧆼𧓕𧯾𧲴𧼓𨩧𨿢𩂓𩜍𩣳𬟽
dong3,19,㖦㨂䂢䵔墥嬞懂揰湩箽董蕫諌𣿅𥳘𦡂𧄓𧳣𪐈
dong4,58,㑈㓊㗢㢥㣚㣫㼯䆚䞒侗倲働冻凍动動勭垌姛娻峒崠恫戙挏栋桐棟洞湩烔狪甬硐筒筩絧胨胴腖衕詷迵酮霘駧騆𠄉𢳾𥫎𧡍𧼩𧽿𩐤𩐵𩧲𩭩𪔦
dou1,34,㓸㨮侸兜兠剅吺唗橷氀瞗窬篼蔸都𠍄𠱑𠾇𣂮𣘛𤝈𤾒𥆖𥉝𦄓𦆘𧡸𧯞𧯠𧯤𨁋𩔡𩮷𩳈
dou3,21,㞳㪷乧唞抖斗枓蚪鈄钭阧陡𢦍𣁵𣭗𧏆𧘞𨥪𨶜𩑯𪌉
dou4,58,㛒㢄㤱䄈䇺䕆䛠䬦吋投斗斣梪毭浢瀆痘窦竇脰荳讀读豆逗逾郖酘鋀閗闘餖饾鬥鬦鬪鬬鬭𡂛𡂝𡆏𡙬𡟳𢭃𤀨𤅋𤞟𥥷𥺉𧮡𧯞𧱓𨪐𨴜𨶜𨹜𩊪𪐺
du1,28,㞘㧻䐁䦠䩲䰩剢厾嘟堵督都醏闍阇𠣰𡰪𢽚𣫔𤫻𥳉𦘴𦙋𦺥𧞹𧰵𧷿𩨳
du2,84,㒔㱩㸿㾄䓯䙱䢱䪅䫳䮷儥凟匵噣嬻椟樚櫝殰毒涜渎瀆牍牘犊犢独獨瓄皾碡竇纛罜蝳裻襡読讀讟读豄贕錖鑟韇韣韥頓顿騳髑黩黷𠉩𠠔𠠠𢝂𢷺𣰬𤚚𥀲𥑯𥓍𥖠𥖿𦌷𦏕𦺇𧁿𧐰𧛔𧰵𧾥𨂭𨍛𨏔𨽍𩞾𩥋𩧈𪇆𪍹
du3,23,䀾䈞䐗厾堵帾暏杜琽睹竺笃篤肚覩賭赌鍺陼𢾀𤬂𥓇𦛯
du4,60,㓃㡯䟻䲧剫土塗妒妬宅度斁晵杜橐殬渡睪秺肚芏荰螙蠧蠹詫鍍镀靯𡍨𡎉𡝜𢉜𢾅𣧃𣨲𤚡𤬪𤴱𤵊𤶮𥀁𥃾𥝟𥝾𥯖𥲗𥳲𦚈𦡄𦳔𧉓𧋌𧑠𧔬𨋈𩩮𩵚𪐞𬭊
duan1,14,㟨偳剬媏端篅耑褍鍴𥠄𥵣𦾸𧤗𩤚
duan3,5,短𢭃𢷖𣠭𧶲
duan4,28,㫁㱭䠪塅断斷椴段毈煅瑖碫簖籪緞缎腶葮踹躖鍛锻𠡱𢯫𨱚𨺣𩏇𩤣
dui1,40,㢂㢈䂙䏨䔻䜃䭔垖埻堆塠嵟搥敦槌痽碓磓追鎚鐓鐜頧鴭𠂤𠦗𡏩𡜥𢈹𢟋𤤷𤧫𤷎𤹵𥑵𧧆𩈜𩜀𩨽𪌤
dui3,7,㨃啍謉頧𠡒𡑈𦞱
dui4,69,㙂㟋㠚㬣㳔䇏䨴䨺䬈䬽䯟兊兌兑奪对対對怼憝憞懟敦杸濧瀢瀩碓祋綐膭薱襨譈譵鈗鋭錞鐓镦队陮隊𠏮𠜑𠫨𡁨𡷋𡼻𢆻𣝉𣪌𤄛𤮩𥹲𦡷𦶏𨬍𨹅𨻵𩄮𩅆𩅥𩅲𩈁𩊭𩐌𪒛𪒡
dun1,32,䃦䔻䪃俊吨噸墩墪惇撉撴敦橔燉犜獤礅蜳豚蹲蹾鐓鐜镦驐𡼖𤭞𥂦𦎧𦼿𧝗𩞤
dun3,5,盹趸躉𣎴𧿗
dun4,42,䤜伅囤坉庉忳憞敦楯沌潡炖燉盾砘碷腞腯豚踲逇遁遯鈍钝頓顿𠎻𡆰𢬼𣗁𣚪𣞇𤟢𥫬𥫱𥭒𦎧𦪔𦰭𨔡𩔂
duo1,22,㙍剟咄哆嚉多夛崜掇敠敪毲畓茤裰跢鄲𡌭𢳽𦍦𧢵𩢎
duo2,36,㡯㣞㤞䐾仛兑凙剫喥夺奪度掇敓敚沰澤痥襗跿踱鈬鐸铎鮵𢜬𢼠𤢕𧩧𨀟𨍏𩍜𩑒𩿩𪃒𪞝
duo3,56,㖼㙐㛆㛊㥩㪜㻔䒳䙤䠤䤪䫂䯬亸哚嚲垛垜埵奲崜挅挆捶揣朵朶杂棰椯橢硾綞缍袳趓躱躲軃鍺鬌𠛫𡶲𡺇𤛛𥿰𦖋𧊱𧙤𨉡𨦃𨲉𨹃𩃒𩬻𪘉
duo4,75,㛆㨊㻧䅜䑨䙃䝐䠤䤻䩔䲊刴剁哆垛垜堕墮墯媠尮嶞惰憜挅杕杝柁柂柮桗沱舵詑誃貀跢跥跺踱酡錞陀陊陏隋隓飿饳馱驮鵽點𡓉𡓷𢿎𣑧𣧷𣵺𣵻𤋨𤌃𤤸𤬾𥞛𥬲𥳔𧧇𧱫𨆅𨦃𨬍𨹃𩊜𩎫
duo5,1,𦕰
e1,15,䋪匼妸妿娿婀屙猗疴痾阿𠥍𡹣𣘨𥑺
e2,61,㧴㼂䄉䕏䖸䚰䩹䱮䳗䳘佮俄偽叱吪哦囮娥峨峩涐珴皒睋硪磀莪蒍蛤蛾訛誐譌讹迗鈋鋨锇頟額额騀魤鰪鵝鵞鹅𠷸𡅅𧒎𧔼𧚄𧢽𧽶𧿕𨱂𨶯𩋽𩑁𩣣𩤩
e3,25,㫊厄噁妸娿婀恶惡枙椏玀砈誐閜阿頋騀鵈𣄰𣘨𧙃𨵌𩒰𩣣𫫇
e4,202,㓵㔩㖾㗁㗉㛕㟧㠋㣂㦍㧖㩵㩽㮙㷈䆓䑥䑪䔾䙳䛖䛩䜙䝈䞩䣞䫷䳬亞侉偔僫匎卾厄呃呝咢咹啈啊啐啞噩囐垩埡堊堨堮姶娾媕屵岋峉崿庵廅恶悪惡愕戹扼搕搤搹擜曷枙櫮歞歹歺洝湂琧痷砐砨砵硆礘胺腭苊萼蕚蘁蚅蝁覨詻諤讍谔豟軛軶輵轭遌遏遻邑鄂鈪鍔鑩锷閼阏阨阸隘頞顎颚餓餩饿鬲魥鰐鱷鳄鴳鶚鹗齃齶齾𠥕𠥜𠯪𠰜𠱥𠱫𡀾𡅡𡪑𡪗𡴯𡾙𢃲𢨡𢼚𢼛𣎴𣢛𣤲𣦵𤂷𤎣𤡾𤪄𤭼𤸱𤻜𥋙𥑾𥓈𥔲𥯳𦊪𦛅𧊜𧊧𧌄𧍬𧠞𧨟𧭪𧼎𨂁𨃃𨌧𨤕𨸷𨺨𩇠𩉴𩊢𩋊𩐰𩒕𩕟𩕬𩖀𩚬𩨮𩪤𩸇𩸋𩸖𩽹𪀝𪅴𪘊𪘐𪙯
e5,1,呃
ei1,2,欸誒
ei2,4,欸誒诶𡅅
ei3,2,欸誒
ei4,2,欸誒
ei5,2,欸誒
en1,8,奀恩煾蒽𡟯𤇯𤫹
en3,4,䅰峎𡵖𡷐
en4,5,䬶䭓䭡摁饐
en5,4,咹哽唔嗯
eng1,1,鞥
er2,48,㖇㧫䋩䎟䎠䮘侕儿児兒咡唲峏杒栭洏濡粫而耏聏胹腝臑荋袻輀輭轜陑陾隭髵鮞鲕鴯鸸𡦕𣩚𤽓𥅡𦓓𦓔𨎪𩤖𩰴𩱊𪕨
er3,30,㚷㢽䋙䌺厼嬭尒尓尔栮毦洱爾珥耳薾趰迩邇鉺铒餌饵駬𢀪𦗼𧌣𩚪𩱓𪕔
